id,run_id,accuracy,global_det,global_lam,global_entr,window_det_series,window_lam_series,window_entr_series,response_length
lgp-test-2x4-5,0,1,0.1320341238162322,0.2018862017688033,1.4887893835393835,"[0.1696969696969697, 0.14747474747474748, 0.2505050505050505, 0.2383838383838384, 0.2606060606060606, 0.1898989898989899, 0.19797979797979798, 0.16565656565656567, 0.1696969696969697, 0.16767676767676767, 0.18383838383838383, 0.1898989898989899, 0.18181818181818182, 0.11515151515151516, 0.12727272727272726, 0.1111111111111111, 0.09292929292929293, 0.13333333333333333, 0.10707070707070707, 0.09696969696969697, 0.10303030303030303, 0.06666666666666667, 0.07474747474747474, 0.08888888888888889, 0.10505050505050505, 0.10101010101010101, 0.12727272727272726, 0.16565656565656567]","[0.32525252525252524, 0.2777777777777778, 0.3333333333333333, 0.37777777777777777, 0.402020202020202, 0.25656565656565655, 0.2515151515151515, 0.2505050505050505, 0.2202020202020202, 0.21818181818181817, 0.14242424242424243, 0.24242424242424243, 0.19797979797979798, 0.2292929292929293, 0.24848484848484848, 0.20909090909090908, 0.19292929292929292, 0.23636363636363636, 0.1717171717171717, 0.12828282828282828, 0.09393939393939393, 0.09090909090909091, 0.10909090909090909, 0.06868686868686869, 0.046464646464646465, 0.07878787878787878, 0.10808080808080808, 0.15252525252525254]","[1.2987949406953987, 1.2467052127325733, 1.5149388591578228, 1.9192112991783834, 2.002268084440845, 2.1312824845975875, 1.9125056054120886, 1.6541881272613421, 1.602131444182858, 1.9199730940219748, 1.8949645376549995, 2.1954618442383214, 1.874858716910131, 1.832248889600231, 1.5306390622295665, 1.3382689280764646, 0.946372935985442, 0.9917601481809734, 1.3382689280764646, 1.6140054628542204, 1.5465935642949382, 1.5487949406953987, 0.9219280948873624, 1.0408520829727552, 1.0529815751302696, 1.0529815751302694, 1.5739889616503067, 1.612650233042266]",1884
lgp-test-2x4-5,1,0,0.1641186795764679,0.2219013645886416,1.518646483737065,"[0.15757575757575756, 0.15757575757575756, 0.11717171717171718, 0.14545454545454545, 0.14343434343434344, 0.14747474747474748, 0.23636363636363636, 0.18787878787878787, 0.19393939393939394, 0.1797979797979798, 0.15151515151515152, 0.1191919191919192, 0.12121212121212122, 0.12525252525252525, 0.14747474747474748, 0.19595959595959597, 0.18181818181818182, 0.21212121212121213, 0.18383838383838383, 0.13737373737373737, 0.1292929292929293, 0.12727272727272726, 0.11515151515151516, 0.13333333333333333, 0.1191919191919192, 0.12727272727272726, 0.12323232323232323, 0.15151515151515152, 0.14747474747474748, 0.16565656565656567, 0.13535353535353536, 0.1696969696969697, 0.1696969696969697, 0.15555555555555556, 0.16363636363636364, 0.17777777777777778, 0.19393939393939394, 0.21212121212121213, 0.23434343434343435, 0.2606060606060606, 0.24444444444444444, 0.2, 0.19797979797979798, 0.21818181818181817, 0.30303030303030304, 0.47474747474747475, 0.301010101010101, 0.2909090909090909, 0.33131313131313134, 0.27070707070707073]","[0.3656565656565657, 0.3656565656565657, 0.2404040404040404, 0.18787878787878787, 0.13434343434343435, 0.043434343434343436, 0.08383838383838384, 0.1797979797979798, 0.1808080808080808, 0.2383838383838384, 0.2606060606060606, 0.26565656565656565, 0.2595959595959596, 0.16363636363636364, 0.08282828282828283, 0.09797979797979799, 0.12323232323232323, 0.11212121212121212, 0.15858585858585858, 0.15353535353535352, 0.1111111111111111, 0.16262626262626262, 0.11313131313131314, 0.06464646464646465, 0.06060606060606061, 0.07575757575757576, 0.08787878787878788, 0.06767676767676768, 0.03232323232323232, 0.028282828282828285, 0.0707070707070707, 0.08383838383838384, 0.08181818181818182, 0.08080808080808081, 0.0707070707070707, 0.10909090909090909, 0.13535353535353536, 0.17373737373737375, 0.11616161616161616, 0.08383838383838384, 0.08383838383838384, 0.12727272727272726, 0.2292929292929293, 0.31717171717171716, 0.40505050505050505, 0.5757575757575758, 0.38282828282828285, 0.25757575757575757, 0.29797979797979796, 0.3282828282828283]","[1.6152502650882519, 1.149229761516282, 0.7642045065086203, 1.2060026902433663, 1.115520093581932, 1.2567796494470393, 2.0062578944388543, 2.0609640474436812, 2.4638651219508545, 2.5366082543914996, 1.7177602521413335, 1.3663146570363984, 1.2210477851797181, 1.402081402756032, 1.60683227831811, 1.869414030563905, 1.9057584610289318, 1.815072410115943, 1.2736509190759928, 1.1411535278793055, 1.3355055565170972, 1.5628066316931744, 1.5329145639793977, 1.7574839898128798, 1.501614471810182, 1.3355055565170972, 1.3784188527203234, 1.578897902987479, 1.2800199734315578, 1.5133978044039615, 1.5683182557028437, 1.273009654835499, 1.273009654835499, 1.0534081504863568, 1.3249692858267144, 1.510389394804558, 1.5517374334224665, 1.5715206744101835, 1.4216744278153237, 1.4186110796220983, 1.4910212159622986, 1.5903480599801687, 1.5852967004606706, 1.6261657144267416, 1.6678970095115921, 2.110072921942086, 1.8820912620891692, 1.6964317820898211, 1.5406589182479977, 1.4363133724209753]",3006
lgp-test-2x4-5,2,1,0.134568176746262,0.2515435542661608,1.4300025385303574,"[0.17575757575757575, 0.12525252525252525, 0.14747474747474748, 0.17373737373737375, 0.24242424242424243, 0.2727272727272727, 0.22424242424242424, 0.18181818181818182, 0.17575757575757575, 0.1919191919191919, 0.13131313131313133, 0.12727272727272726, 0.1191919191919192, 0.10505050505050505, 0.1191919191919192, 0.08484848484848485, 0.09696969696969697, 0.09898989898989899, 0.10101010101010101, 0.1393939393939394, 0.19393939393939394, 0.21818181818181817, 0.2222222222222222, 0.21212121212121213, 0.1919191919191919, 0.18181818181818182, 0.1717171717171717, 0.15757575757575756]","[0.33636363636363636, 0.25252525252525254, 0.19292929292929292, 0.18282828282828284, 0.36262626262626263, 0.3747474747474748, 0.2898989898989899, 0.2828282828282828, 0.2808080808080808, 0.2767676767676768, 0.18585858585858586, 0.1393939393939394, 0.17373737373737375, 0.14343434343434344, 0.14343434343434344, 0.1191919191919192, 0.14444444444444443, 0.15151515151515152, 0.1919191919191919, 0.2101010101010101, 0.2636363636363636, 0.2696969696969697, 0.21717171717171718, 0.23030303030303031, 0.2898989898989899, 0.30606060606060603, 0.21313131313131314, 0.22727272727272727]","[1.2611191885631823, 1.4516607643577666, 1.5577277787393196, 2.281036112553423, 1.9249240976806195, 1.9425120826968973, 2.255646899398185, 1.9808259362290785, 1.6321057184910168, 1.6928786893420311, 1.7130788426267938, 1.5739889616503067, 1.7967916319816368, 1.4488156357251847, 1.7967916319816368, 1.6767370300521327, 1.5734024524177672, 1.287054028118727, 0.9055872616982602, 0.8929427417665807, 1.183088913358015, 1.325056685069315, 1.224606935730505, 1.1589845212337104, 1.1515653788493414, 1.2484577639970085, 0.9293550115186284, 1.351687125804361]",1868
lgp-test-2x4-5,3,1,0.1461519587797497,0.1966140508710231,1.6309851780105848,"[0.1717171717171717, 0.1494949494949495, 0.18383838383838383, 0.18383838383838383, 0.19393939393939394, 0.24444444444444444, 0.1898989898989899, 0.23636363636363636, 0.21414141414141413, 0.21414141414141413, 0.23232323232323232, 0.21212121212121213, 0.23636363636363636, 0.20606060606060606, 0.15353535353535352, 0.1292929292929293, 0.09090909090909091, 0.12727272727272726, 0.1414141414141414, 0.13333333333333333, 0.16363636363636364, 0.1717171717171717, 0.2383838383838384, 0.28484848484848485, 0.298989898989899, 0.2585858585858586, 0.18383838383838383]","[0.27070707070707073, 0.2111111111111111, 0.19393939393939394, 0.12727272727272726, 0.21717171717171718, 0.2545454545454545, 0.201010101010101, 0.23434343434343435, 0.1696969696969697, 0.1696969696969697, 0.09595959595959595, 0.05353535353535353, 0.13131313131313133, 0.17272727272727273, 0.13737373737373737, 0.15555555555555556, 0.17373737373737375, 0.22525252525252526, 0.20909090909090908, 0.21313131313131314, 0.24848484848484848, 0.2686868686868687, 0.33131313131313134, 0.38181818181818183, 0.38686868686868686, 0.3292929292929293, 0.1696969696969697]","[1.4135819199522097, 1.090652803252992, 1.7361967156242977, 1.9091717851902887, 2.4659573209491747, 2.1071383223407674, 2.165131711675571, 1.9675451370930412, 1.7784235030301252, 1.4946803684089087, 1.640966165858977, 1.6810460777304699, 1.859879028736861, 1.5868068964791813, 1.4941934304931572, 1.4108478748063633, 1.2389012566026307, 1.3355055565170972, 1.0488412604661608, 1.0582770432263342, 1.1211774609034908, 1.143155878465832, 1.0827203878670804, 0.9327931047282928, 1.5985336454150527, 1.0869877023399053, 1.1170949925429108]",1815
lgp-test-2x4-5,4,0,0.126865671641791,0.2002022597293904,1.4639143407550743,"[0.21616161616161617, 0.19393939393939394, 0.28888888888888886, 0.33131313131313134, 0.2101010101010101, 0.1919191919191919, 0.1919191919191919, 0.18383838383838383, 0.23434343434343435, 0.15353535353535352, 0.1595959595959596, 0.1393939393939394, 0.1414141414141414, 0.16767676767676767, 0.15555555555555556, 0.18383838383838383, 0.12727272727272726, 0.12121212121212122, 0.09494949494949495, 0.08282828282828283, 0.07878787878787878, 0.08888888888888889, 0.10909090909090909, 0.1191919191919192, 0.11313131313131314, 0.1414141414141414, 0.12121212121212122, 0.11717171717171718, 0.13535353535353536, 0.15555555555555556]","[0.3515151515151515, 0.3282828282828283, 0.40505050505050505, 0.4383838383838384, 0.298989898989899, 0.20202020202020202, 0.24848484848484848, 0.21717171717171718, 0.2515151515151515, 0.2292929292929293, 0.2585858585858586, 0.2636363636363636, 0.19393939393939394, 0.10202020202020202, 0.1202020202020202, 0.11313131313131314, 0.07676767676767676, 0.048484848484848485, 0.03939393939393939, 0.10404040404040404, 0.09393939393939393, 0.08787878787878788, 0.1717171717171717, 0.16565656565656567, 0.12626262626262627, 0.1797979797979798, 0.14343434343434344, 0.15353535353535352, 0.15151515151515152, 0.07272727272727272]","[1.2203756367520076, 1.234204837336745, 1.6346893577027608, 1.9975459633393993, 1.7939923560142899, 2.3749589477025568, 2.284476351041122, 1.9580595428376295, 1.9930939825231515, 1.5288018145253184, 1.4411665441579462, 1.459147917027245, 1.4627552262645036, 1.9016094970590276, 1.9693894195291564, 1.5534845018187062, 1.4256051990169438, 1.1400677626718572, 1.0949143184120975, 1.0408520829727552, 0.8166890883150209, 1.1401156785146092, 0.672294817075638, 1.1660870601063935, 1.1216407621868583, 1.1411535278793055, 1.1660870601063935, 0.9774178175281716, 0.9340680553754911, 0.7382848661434506]",1927
lgp-test-2x4-5,5,1,0.1451452249093589,0.1731941511614008,1.6734637376798749,"[0.13333333333333333, 0.09494949494949495, 0.1191919191919192, 0.16161616161616163, 0.18181818181818182, 0.1919191919191919, 0.18383838383838383, 0.15353535353535352, 0.1717171717171717, 0.18383838383838383, 0.18383838383838383, 0.23636363636363636, 0.25252525252525254, 0.16767676767676767, 0.11515151515151516, 0.08282828282828283, 0.10505050505050505, 0.09292929292929293, 0.10303030303030303, 0.1191919191919192, 0.15353535353535352, 0.14545454545454545, 0.11313131313131314, 0.1191919191919192, 0.14545454545454545, 0.14343434343434344, 0.20404040404040405, 0.18383838383838383, 0.16767676767676767, 0.19797979797979798, 0.2, 0.1898989898989899, 0.1898989898989899, 0.2202020202020202, 0.25656565656565655, 0.301010101010101, 0.33535353535353535, 0.29292929292929293, 0.2545454545454545, 0.24242424242424243, 0.18585858585858586]","[0.27070707070707073, 0.21414141414141413, 0.1787878787878788, 0.2505050505050505, 0.25757575757575757, 0.2494949494949495, 0.2797979797979798, 0.24646464646464647, 0.23939393939393938, 0.2595959595959596, 0.1202020202020202, 0.15454545454545454, 0.14444444444444443, 0.1111111111111111, 0.1111111111111111, 0.07474747474747474, 0.0898989898989899, 0.09494949494949495, 0.03535353535353535, 0.024242424242424242, 0.022222222222222223, 0.01919191919191919, 0.048484848484848485, 0.052525252525252523, 0.031313131313131314, 0.030303030303030304, 0.012121212121212121, 0.01818181818181818, 0.015151515151515152, 0.015151515151515152, 0.015151515151515152, 0.024242424242424242, 0.08787878787878788, 0.13131313131313133, 0.22121212121212122, 0.2919191919191919, 0.41515151515151516, 0.21414141414141413, 0.1101010101010101, 0.18585858585858586, 0.23535353535353534]","[1.2949950747154697, 1.4885252948977485, 1.856564762130954, 2.155221528859512, 1.8468870513032212, 1.8647869792568113, 1.870538042637279, 1.6954618442383218, 1.4945403523436764, 1.41358191995221, 1.708098663501806, 2.0744174271404585, 2.05532108616745, 1.6846696209693477, 1.3752793655393791, 1.4911148500551858, 1.0529815751302696, 1.1401156785146092, 0.7219280948873623, 0.8030717273241025, 0.9664516287472263, 1.1657840518150735, 0.8739810481273579, 1.1216407621868583, 1.8024212838293645, 1.9301249653149701, 2.163209593736385, 1.7224945678306307, 2.077819531114783, 2.067130688335406, 2.2945199082544616, 2.0680966938657255, 2.068096693865725, 1.9532888733249165, 1.7794171866886992, 1.254460735060824, 1.627478486418822, 2.120801320128467, 2.305958492868042, 2.0176001385413644, 1.7136037764193535]",2604
lgp-test-2x4-5,6,1,0.1134037545837666,0.1749493733238465,1.5305374722868192,"[0.13535353535353536, 0.1393939393939394, 0.1494949494949495, 0.15757575757575756, 0.17373737373737375, 0.24848484848484848, 0.24242424242424243, 0.2080808080808081, 0.1717171717171717, 0.16161616161616163, 0.1696969696969697, 0.15151515151515152, 0.17373737373737375, 0.18181818181818182, 0.13737373737373737, 0.16767676767676767, 0.13131313131313133, 0.14343434343434344, 0.12323232323232323, 0.12727272727272726, 0.1292929292929293, 0.09090909090909091, 0.05454545454545454, 0.06060606060606061, 0.0707070707070707, 0.06464646464646465, 0.07474747474747474, 0.1111111111111111, 0.1595959595959596, 0.1797979797979798, 0.24848484848484848, 0.22626262626262628, 0.29494949494949496, 0.2202020202020202]","[0.15454545454545454, 0.14747474747474748, 0.19696969696969696, 0.15555555555555556, 0.1292929292929293, 0.25252525252525254, 0.2898989898989899, 0.2636363636363636, 0.25252525252525254, 0.2696969696969697, 0.24343434343434345, 0.20707070707070707, 0.08787878787878788, 0.18181818181818182, 0.1595959595959596, 0.1484848484848485, 0.09797979797979799, 0.1292929292929293, 0.15656565656565657, 0.1696969696969697, 0.09797979797979799, 0.16464646464646465, 0.10606060606060606, 0.07676767676767676, 0.024242424242424242, 0.021212121212121213, 0.03535353535353535, 0.09494949494949495, 0.1202020202020202, 0.17676767676767677, 0.2727272727272727, 0.24141414141414141, 0.3383838383838384, 0.26565656565656565]","[1.0762976257251988, 0.8631205685666311, 0.7553754125614287, 1.1211774609034908, 1.840083759299101, 1.861476859389223, 1.919707550936481, 2.099598313565133, 2.0414460711655216, 2.0374011976541118, 2.141821596022348, 2.016875695766564, 2.0047476376636357, 1.96990002262272, 1.807763576417194, 1.6692462556711993, 1.192250860234642, 0.699857857026928, 0.7742433029172696, 0.5689955935892812, 1.0214554656116668, 1.198183947911799, 1.061278124459133, 0.9864267287308426, 1.1567796494470395, 1.2243944454059863, 1.0957952550009338, 1.4256051990169438, 1.3633800759802648, 1.497224320061398, 1.173732859051434, 1.4230508182065014, 1.1533335249059034, 0.9957220057616336]",2217
lgp-test-2x4-5,7,1,0.157024188531489,0.2448311194057159,1.5151107493722795,"[0.1111111111111111, 0.09090909090909091, 0.09898989898989899, 0.10707070707070707, 0.14343434343434344, 0.2868686868686869, 0.298989898989899, 0.2383838383838384, 0.2404040404040404, 0.23636363636363636, 0.24646464646464647, 0.13333333333333333, 0.12121212121212122, 0.13535353535353536, 0.18585858585858586, 0.19595959595959597, 0.14545454545454545, 0.1414141414141414, 0.15353535353535352, 0.14343434343434344, 0.15555555555555556, 0.14343434343434344, 0.17373737373737375, 0.14343434343434344, 0.13131313131313133, 0.11717171717171718, 0.12323232323232323, 0.1292929292929293, 0.13333333333333333, 0.13131313131313133, 0.13535353535353536, 0.17575757575757575, 0.19595959595959597, 0.23030303030303031, 0.23434343434343435, 0.25252525252525254, 0.19797979797979798, 0.13737373737373737, 0.12727272727272726, 0.10909090909090909, 0.10505050505050505, 0.11313131313131314, 0.11515151515151516, 0.13333333333333333, 0.12727272727272726, 0.12727272727272726, 0.13333333333333333, 0.11717171717171718, 0.1494949494949495, 0.23434343434343435, 0.2545454545454545, 0.34545454545454546, 0.36363636363636365, 0.39595959595959596, 0.2909090909090909, 0.2767676767676768, 0.15555555555555556, 0.20606060606060606, 0.21616161616161617, 0.18181818181818182, 0.23434343434343435, 0.23636363636363636, 0.19797979797979798, 0.18181818181818182]","[0.2898989898989899, 0.2767676767676768, 0.22323232323232323, 0.18282828282828284, 0.18383838383838383, 0.33636363636363636, 0.33434343434343433, 0.2474747474747475, 0.29292929292929293, 0.295959595959596, 0.30303030303030304, 0.18686868686868688, 0.16262626262626262, 0.15656565656565657, 0.20202020202020202, 0.16464646464646465, 0.1303030303030303, 0.17777777777777778, 0.11818181818181818, 0.15252525252525254, 0.1686868686868687, 0.14646464646464646, 0.12727272727272726, 0.11212121212121212, 0.09696969696969697, 0.0696969696969697, 0.07575757575757576, 0.06868686868686869, 0.0707070707070707, 0.12121212121212122, 0.201010101010101, 0.2494949494949495, 0.2696969696969697, 0.3292929292929293, 0.3515151515151515, 0.33434343434343433, 0.26161616161616164, 0.18686868686868688, 0.12323232323232323, 0.048484848484848485, 0.08787878787878788, 0.1303030303030303, 0.15555555555555556, 0.11212121212121212, 0.13535353535353536, 0.12828282828282828, 0.15353535353535352, 0.22424242424242424, 0.33131313131313134, 0.44343434343434346, 0.403030303030303, 0.48383838383838385, 0.49797979797979797, 0.501010101010101, 0.48383838383838385, 0.49797979797979797, 0.3565656565656566, 0.3525252525252525, 0.38484848484848483, 0.31717171717171716, 0.2767676767676768, 0.21818181818181817, 0.22828282828282828, 0.24646464646464647]","[1.198192411043098, 0.74959525725948, 1.2638091738835462, 1.7004397181410922, 2.0049355947431313, 2.091917186688699, 2.0665765330043144, 2.4508257945180887, 2.0131109592887646, 1.9059244270435443, 1.8147346157916486, 1.3921472236645347, 1.6225562489182659, 1.856564762130954, 1.825394286014842, 2.157717469130148, 1.9386790169573507, 1.4108478748063633, 1.879964948727111, 1.6113834567195195, 1.3778903318832147, 1.4287947340047853, 1.3012517848198513, 1.2772018112022605, 1.0975378398419537, 1.4885252948977485, 1.4299111709758698, 1.2366407419411674, 2.0640426394456974, 1.3862740938959683, 1.312430802347936, 1.8383685150260662, 1.6430741894285696, 1.416846541141041, 1.5639863498806628, 1.6042132612201652, 1.4265732850165123, 1.359992492218488, 1.6087001655198911, 1.7273966735744792, 1.8262452584026092, 1.3244602933016414, 1.0863128407412879, 1.2155332323824732, 1.5451521971989497, 1.7273966735744792, 1.3921472236645347, 1.4197367178034828, 1.0957952550009338, 1.1915530553395042, 1.2731024405497704, 1.6577879115940564, 1.7285203672843066, 1.5607392500726773, 1.3907786740048655, 1.2534540948802004, 1.3752580686696534, 0.7665095065529054, 0.9510864799233876, 1.44726249944121, 1.7680644949326598, 1.813660689688186, 1.8182626942811975, 2.3220847276178658]",3913
lgp-test-2x4-5,8,0,0.1655571635311143,0.213712011577424,1.5851238224676365,"[0.16363636363636364, 0.15555555555555556, 0.18787878787878787, 0.20606060606060606, 0.19797979797979798, 0.24242424242424243, 0.28888888888888886, 0.30303030303030304, 0.2404040404040404, 0.2808080808080808, 0.2787878787878788, 0.17373737373737375, 0.17373737373737375, 0.14343434343434344, 0.16767676767676767, 0.15757575757575756, 0.12727272727272726, 0.15353535353535352, 0.1595959595959596, 0.16767676767676767, 0.15555555555555556, 0.17575757575757575, 0.14747474747474748, 0.16161616161616163, 0.1797979797979798, 0.21414141414141413, 0.19797979797979798, 0.1919191919191919, 0.17373737373737375, 0.14747474747474748, 0.1898989898989899, 0.2080808080808081, 0.22828282828282828, 0.23636363636363636, 0.20404040404040405, 0.20606060606060606, 0.20404040404040405, 0.18383838383838383, 0.2101010101010101, 0.20606060606060606, 0.1595959595959596, 0.15151515151515152, 0.15757575757575756]","[0.3434343434343434, 0.36767676767676766, 0.3787878787878788, 0.41515151515151516, 0.3717171717171717, 0.4, 0.4888888888888889, 0.43434343434343436, 0.3747474747474748, 0.35555555555555557, 0.3090909090909091, 0.12626262626262627, 0.12222222222222222, 0.11212121212121212, 0.201010101010101, 0.17777777777777778, 0.18585858585858586, 0.15656565656565657, 0.1505050505050505, 0.18585858585858586, 0.13131313131313133, 0.10303030303030303, 0.09191919191919191, 0.04141414141414142, 0.051515151515151514, 0.04141414141414142, 0.0595959595959596, 0.06868686868686869, 0.06565656565656566, 0.07171717171717172, 0.13333333333333333, 0.07171717171717172, 0.06464646464646465, 0.09494949494949495, 0.13232323232323231, 0.1484848484848485, 0.1717171717171717, 0.16666666666666666, 0.24343434343434345, 0.2494949494949495, 0.21414141414141413, 0.21717171717171718, 0.22828282828282828]","[1.1241854163060885, 0.4021791902022729, 0.6906950555920003, 0.43949698692151334, 0.8995676323871854, 1.2725791583443122, 1.6411209338130164, 1.7734093513864915, 1.8729055953200562, 2.082226519123721, 2.480167084245813, 1.8128876215181602, 2.074087044559035, 1.7489992230622806, 1.2800199734315578, 1.7843151288554941, 1.4392540172118762, 1.3361602543738118, 1.3361602543738118, 1.267931645520725, 1.4012343792962176, 2.048542139499064, 1.638253359471275, 2.127986806877675, 2.1567796494470395, 1.9715107774877751, 1.6793308322365363, 1.8509836948811085, 1.6203352658383443, 1.543751954420502, 1.749218483597409, 1.7541566822131007, 1.8787834934861756, 1.9731318350472025, 1.237513637178695, 1.237513637178695, 1.1301363189199676, 1.0727372862232103, 0.7310644431995963, 1.119648241796936, 0.6395563653739031, 0.49715018363696695, 0.8886865525783177]",2592
lgp-test-2x4-5,9,1,0.1336416382983278,0.1851007343652985,1.6245558609554769,"[0.2686868686868687, 0.21818181818181817, 0.19393939393939394, 0.17575757575757575, 0.18585858585858586, 0.16363636363636364, 0.1797979797979798, 0.13535353535353536, 0.10707070707070707, 0.09292929292929293, 0.10303030303030303, 0.1292929292929293, 0.15151515151515152, 0.12323232323232323, 0.1919191919191919, 0.20404040404040405, 0.19797979797979798, 0.19393939393939394, 0.13737373737373737, 0.11717171717171718, 0.14545454545454545, 0.11717171717171718, 0.1191919191919192, 0.15353535353535352, 0.1797979797979798, 0.2, 0.13333333333333333, 0.10303030303030303, 0.13535353535353536, 0.13535353535353536, 0.12727272727272726, 0.2080808080808081, 0.15757575757575756, 0.1797979797979798, 0.18383838383838383, 0.1696969696969697, 0.1717171717171717, 0.17373737373737375, 0.1797979797979798, 0.15757575757575756, 0.1696969696969697, 0.15757575757575756, 0.17777777777777778, 0.1595959595959596, 0.14545454545454545, 0.16767676767676767, 0.17373737373737375, 0.17777777777777778, 0.17777777777777778, 0.15353535353535352, 0.16767676767676767, 0.14545454545454545, 0.14747474747474748, 0.1595959595959596, 0.22828282828282828, 0.2868686868686869, 0.2585858585858586, 0.22828282828282828]","[0.3747474747474748, 0.31313131313131315, 0.2222222222222222, 0.21616161616161617, 0.2686868686868687, 0.24848484848484848, 0.26161616161616164, 0.24242424242424243, 0.2515151515151515, 0.21616161616161617, 0.1484848484848485, 0.19292929292929292, 0.15252525252525254, 0.11818181818181818, 0.20606060606060606, 0.1797979797979798, 0.16161616161616163, 0.16565656565656567, 0.10101010101010101, 0.13131313131313133, 0.17777777777777778, 0.12222222222222222, 0.1191919191919192, 0.11717171717171718, 0.1696969696969697, 0.23535353535353534, 0.15656565656565657, 0.07777777777777778, 0.06666666666666667, 0.03939393939393939, 0.04141414141414142, 0.045454545454545456, 0.04242424242424243, 0.045454545454545456, 0.052525252525252523, 0.08484848484848485, 0.06868686868686869, 0.06262626262626263, 0.06565656565656566, 0.08686868686868687, 0.08484848484848485, 0.10808080808080808, 0.10808080808080808, 0.07676767676767676, 0.1101010101010101, 0.12424242424242424, 0.14747474747474748, 0.1303030303030303, 0.1202020202020202, 0.13131313131313133, 0.16161616161616163, 0.14242424242424243, 0.19393939393939394, 0.18181818181818182, 0.23535353535353534, 0.28484848484848485, 0.2878787878787879, 0.20909090909090908]","[1.641334444527381, 1.565330364049787, 1.5654483718208254, 1.8766544978592157, 2.044556998549881, 1.842737648613667, 1.840083759299101, 1.5683182557028437, 1.014097655573916, 0.3533593350214213, 1.1589385323502772, 1.8496017527145816, 1.8282344370732126, 2.0670314951575843, 1.982754917024524, 1.850983694881109, 1.4768421209055118, 1.7969371097526865, 1.3605273114437084, 1.1400677626718574, 1.1540157730727998, 1.1400677626718572, 1.1400677626718572, 1.3752580686696534, 1.5220552088742005, 1.0374012540422355, 0.7742433029172697, 0.6685644431995965, 1.5002723456084084, 1.3784188527203234, 1.5329145639793977, 1.71161891562674, 1.7187828921272557, 1.2994705707972523, 1.4447470033120826, 1.0350402793845224, 1.1313146886497212, 0.9912642605354288, 0.968270247409618, 1.2433003685389579, 1.0238995733215066, 0.9123163027543336, 1.540807219790588, 1.3342094594480487, 1.1542221846835223, 1.4538506980514574, 1.8776205033895348, 1.651481242536581, 1.4945403523436764, 1.4411535278793055, 1.6956893045363466, 1.6282202760321465, 1.1254908068679137, 1.1545676820893704, 1.3801055848554313, 1.6796822100049633, 1.7787588298143837, 2.0264616915928486]",3587
